segment_id	isolate_id	isolate_name	subtype	host	date	location1	location2	location3	lineage	alt_name	setting	ref	location3_short	host_type	con_date	match	log	tag	event	int_7d	int_15d	int_31d	int_90d
EPI1892138	EPI_ISL_4032468	duck/Yunlin/15010369-1/2015	H5N2	Duck	2015-01-20	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	58	500a|520a|449a|412a|282a|283a|231a|114a	M0.E7.M2.R8	eM2	500a|449a|412a|282a|283a|231a|114a	Changhua:14|Chiayi:21|Hsinchu:3|Kaohsiung:1|Pingtung:31|Taichung:3|Tainan:26|Taitung:1|Yunlin:132	Changhua:27|Chiayi:39|Hsinchu:3|Kaohsiung:9|Pingtung:85|Taichung:4|Tainan:59|Taitung:1|Yunlin:261	Changhua:34|Chiayi:71|Hsinchu:4|Kaohsiung:18|Miaoli:1|Nantou:2|Pingtung:127|Taichung:5|Tainan:89|Taitung:1|Taoyuan:2|Yunlin:357	Changhua:45|Chiayi:86|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:393
EPI1892146	EPI_ISL_4032522	duck/Yunlin/15010458-1/2015	H5N8	Duck	2015-01-21	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	59	412a	M1	M1	412a	Changhua:16|Chiayi:21|Hsinchu:3|Kaohsiung:1|Pingtung:29|Taichung:3|Tainan:29|Taitung:1|Yunlin:121	Changhua:26|Chiayi:39|Hsinchu:3|Kaohsiung:9|Pingtung:74|Taichung:4|Tainan:59|Taitung:1|Yunlin:260	Changhua:35|Chiayi:71|Hsinchu:4|Kaohsiung:18|Miaoli:1|Nantou:2|Pingtung:129|Taichung:5|Tainan:92|Taitung:1|Taoyuan:2|Yunlin:360	Changhua:45|Chiayi:86|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:394
EPI1892154	EPI_ISL_4032531	duck/Yunlin/15010538/2015	H5N8	Duck	2015-01-24	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	62	492a	M1	M1	492a	Changhua:16|Chiayi:15|Hsinchu:3|Kaohsiung:5|Pingtung:26|Taichung:2|Tainan:17|Taitung:1|Yunlin:118	Changhua:25|Chiayi:34|Hsinchu:4|Kaohsiung:11|Pingtung:52|Taichung:4|Tainan:48|Taitung:1|Yunlin:231	Changhua:42|Chiayi:74|Hsinchu:4|Kaohsiung:20|Miaoli:1|Nantou:2|Pingtung:130|Taichung:5|Tainan:93|Taitung:1|Taoyuan:2|Yunlin:362	Changhua:45|Chiayi:86|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:3|Yunlin:394
EPI1892162	EPI_ISL_4032532	duck/Yunlin/15070002-2/2015	H5N2	Duck	2015-07-02	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	221	251b	M1	M1	251b	Kaohsiung:1|Yunlin:2	Changhua:2|Kaohsiung:1|Yunlin:2	Changhua:6|Kaohsiung:1|Pingtung:1|Yunlin:4	Changhua:11|Kaohsiung:1|Nantou:1|Pingtung:4|Taitung:1|Yunlin:16
EPI1892170	EPI_ISL_4032533	duck/Yunlin/15A03403-1-20T/2015	H5N2	Duck	2015-02-09	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	78	103b|108b|109b	M2.R3	M2	103b|108b|109b	Changhua:8|Chiayi:11|Kaohsiung:3|Miaoli:1|Nantou:2|Pingtung:10|Tainan:5|Yunlin:14	Changhua:11|Chiayi:23|Kaohsiung:5|Miaoli:2|Nantou:6|Pingtung:22|Taichung:1|Tainan:20|Yunlin:43	Changhua:20|Chiayi:35|Hsinchu:5|Kaohsiung:16|Miaoli:2|Nantou:6|Pingtung:50|Taichung:2|Tainan:45|Yunlin:142	Changhua:47|Chiayi:89|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:8|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:4|Yunlin:396
EPI1892178	EPI_ISL_4032534	duck/Yunlin/15A04883-1-10T/2015	H5N2	Duck	2015-09-09	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	290	274b|275b|276b|277b	M0.E7.M2.R4	eM2	274b|275b|276b|277b	Yunlin:4	Chiayi:1|Tainan:1|Yunlin:5	Chiayi:2|Pingtung:3|Tainan:1|Yunlin:6	Changhua:4|Chiayi:2|Nantou:1|Pingtung:7|Tainan:1|Taitung:1|Yunlin:9
EPI1892186	EPI_ISL_4032535	duck/Yunlin/15A5019/2015	H5N2	Duck	2015-10-30	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	341	274b|275b|276b|277b	M0.E7.M0.E3m.1Mi.R4	Un	10009140|10009160|10009180|10009130|10009170|10009190|10009200|10009020|10009150|10009090|10009030|10009050|10009120|10009110|10009060|10009010|10009040|10009080|10009070|10009100	Yunlin:1	Yunlin:1	Pingtung:1|Yunlin:1	Changhua:3|Pingtung:5|Yunlin:5
EPI1892194	EPI_ISL_4032536	duck/Yunlin/17110001/2017	H5N2	Duck	2017-11-01	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1074	530b	M1	M1	530b	Tainan:1|Yunlin:1	Tainan:1|Yunlin:3	Tainan:1|Yunlin:4	Tainan:1|Yunlin:8
EPI1892202	EPI_ISL_4032537	duck/Yunlin/17A0086/2017	H5N2	Duck	2017-02-23	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	823	410b	M1	M1	410b	Changhua:6|Chiayi:2|Hualien:1|Kaohsiung:1|Pingtung:1|Tainan:2|Yilan:4|Yunlin:14	Changhua:7|Chiayi:2|Hualien:3|Kaohsiung:1|Pingtung:2|Tainan:5|Yilan:5|Yunlin:27	Changhua:8|Chiayi:12|Hsinchu:1|Hualien:5|Kaohsiung:2|Pingtung:5|Tainan:10|Taoyuan:1|Yilan:5|Yunlin:36	Changhua:10|Chiayi:17|Hsinchu:1|Hualien:6|Kaohsiung:3|Nantou:1|Pingtung:8|Tainan:14|Taoyuan:1|Yilan:6|Yunlin:65
EPI1892210	EPI_ISL_4032538	duck/Yunlin/17A0686/2017	H5N2	Duck	2017-09-14	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1026	528b	M1	M1	528b	Yunlin:2	Yunlin:2	Yunlin:2	Chiayi:1|Yunlin:5
EPI1892216	EPI_ISL_4032539	duck/Yunlin/18010004-2/2018	H5N2	Duck	2018-01-04	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1138	546b	M1	M1	546b	Changhua:1|Pingtung:1|Yunlin:4	Changhua:1|Chiayi:1|Pingtung:3|Yunlin:5	Changhua:2|Chiayi:3|Pingtung:8|Taichung:1|Yunlin:6	Changhua:5|Chiayi:5|Pingtung:13|Taichung:1|Tainan:2|Yunlin:25
EPI1892224	EPI_ISL_4032540	duck/Yunlin/18060006-1/2018	H5N2	Duck	2018-06-21	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1306	620b	M1	M1	620b	Yunlin:3	Yunlin:4	Yunlin:5	Changhua:1|Tainan:2|Yunlin:10
EPI1892232	EPI_ISL_4032541	duck/Yunlin/18060007-3/2018	H5N2	Duck	2018-06-22	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	1307	621b	M1	M1	621b	Yunlin:3	Yunlin:4	Yunlin:5	Changhua:1|Tainan:2|Yunlin:9
EPI1892240	EPI_ISL_4032542	duck/Yunlin/18X00007-3/2018	H5N2	Duck	2018-05-29	Asia	Taiwan	Yunlin	GSGD-2344c	-	Rendering_plant	Huang_2021	Yunlin	Duck/Goose	1283	625b|624b|622b|621b|620b|619b|614b|613b|608b|599b|597b|598b|593b	M0.E7.M0.E3m.1Mi.R13	SH	SH-Yunlin	Changhua:1|Tainan:1|Yunlin:1	Changhua:1|Tainan:1|Yunlin:1	Changhua:1|Tainan:2|Yunlin:2	Changhua:1|Pingtung:1|Tainan:2|Yunlin:11
EPI1892264	EPI_ISL_4032545	goose/Changhua/15040008/2015	H5N2	Goose	2015-04-01	Asia	Taiwan	Changhua	GSGD-2344c	-	Farm	Huang_2021	Changhua	Duck/Goose	129	195b	M1	M1	195b	Changhua:1|Pingtung:1|Yunlin:2	Changhua:1|Nantou:1|Pingtung:1|Tainan:2|Yunlin:4	Changhua:3|Chiayi:1|Nantou:1|Pingtung:1|Tainan:2|Yunlin:8	Changhua:16|Chiayi:6|Hsinchu:7|Kaohsiung:1|Nantou:2|Pingtung:9|Tainan:13|Taoyuan:2|Yunlin:40
EPI1892272	EPI_ISL_4032546	goose/Chiayi/15010008-3/2015	H5N2	Goose	2015-01-09	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	47	11a|12a	M2.R2	M2	11a|12a	Changhua:2|Chiayi:16|Kaohsiung:1|Pingtung:20|Tainan:8|Taoyuan:2|Yunlin:34	Changhua:7|Chiayi:27|Kaohsiung:5|Pingtung:63|Tainan:30|Taoyuan:2|Yunlin:102	Changhua:23|Chiayi:49|Hsinchu:3|Kaohsiung:6|Pingtung:96|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:246	Changhua:43|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:6|Pingtung:145|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:387
EPI1892280	EPI_ISL_4032547	goose/Chiayi/15010016-1/2015	H5N2	Goose	2015-01-09	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	47	11a|12a	M2.R2	M2	11a|12a	Changhua:2|Chiayi:16|Kaohsiung:1|Pingtung:20|Tainan:8|Taoyuan:2|Yunlin:34	Changhua:7|Chiayi:27|Kaohsiung:5|Pingtung:63|Tainan:30|Taoyuan:2|Yunlin:102	Changhua:23|Chiayi:49|Hsinchu:3|Kaohsiung:6|Pingtung:96|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:246	Changhua:43|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:6|Pingtung:145|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:387
EPI1892288	EPI_ISL_4032548	goose/Chiayi/15020022/2015	H5N8	Goose	2015-01-31	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	69	502a|83b|47b|51b	M0.E7.M2.R4	eM2	502a|83b|47b|51b	Changhua:5|Chiayi:9|Hsinchu:1|Kaohsiung:8|Nantou:2|Pingtung:17|Tainan:20|Yunlin:53	Changhua:19|Chiayi:26|Hsinchu:1|Kaohsiung:14|Miaoli:1|Nantou:2|Pingtung:38|Taichung:2|Tainan:37|Yunlin:132	Changhua:38|Chiayi:60|Hsinchu:4|Kaohsiung:19|Miaoli:2|Nantou:6|Pingtung:82|Taichung:5|Tainan:75|Taitung:1|Yunlin:302	Changhua:46|Chiayi:89|Hsinchu:11|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:148|Taichung:5|Tainan:105|Taitung:1|Taoyuan:4|Yunlin:394
EPI1892296	EPI_ISL_4032549	goose/Chiayi/16010017-2/2016	H5N2	Goose	2016-01-07	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	410	307b	M1	M1	307b	Changhua:3|Chiayi:1|Pingtung:1|Yunlin:1	Changhua:3|Chiayi:1|Pingtung:1|Tainan:2|Taoyuan:1|Yunlin:2	Changhua:3|Chiayi:2|Pingtung:2|Tainan:3|Taoyuan:1|Yunlin:2	Changhua:7|Chiayi:3|Pingtung:7|Tainan:4|Taoyuan:1|Yunlin:9
EPI1892304	EPI_ISL_4032550	goose/Chiayi/16040003-1/2016	H5N2	Goose	2016-04-01	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	495	327b	M1	M1	327b	Chiayi:1|Yunlin:1	Chiayi:2|Yunlin:1	Chiayi:3|Yunlin:2	Changhua:2|Chiayi:3|Tainan:3|Yunlin:3
EPI1892312	EPI_ISL_4032551	goose/Chiayi/16040005/2016	H5N2	Goose	2016-04-06	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	500	328b	M1	M1	328b	Chiayi:2	Chiayi:3|Yunlin:1	Chiayi:3|Tainan:1|Yunlin:2	Changhua:2|Chiayi:3|Tainan:3|Yunlin:3
EPI1892320	EPI_ISL_4032552	goose/Chiayi/16040007-1/2016	H5N2	Goose	2016-04-09	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	503	329b	M1	M1	329b	Chiayi:2	Chiayi:2	Chiayi:3|Tainan:1|Yunlin:1	Changhua:2|Chiayi:3|Tainan:4|Yunlin:2
EPI1892328	EPI_ISL_4032553	goose/Chiayi/17020027-1/2017	H5N2	Goose	2017-02-15	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	815	379b	M1	M1	379b	Changhua:1|Chiayi:8|Hsinchu:1|Hualien:2|Tainan:4|Yunlin:7	Changhua:3|Chiayi:11|Hsinchu:1|Hualien:4|Kaohsiung:1|Pingtung:1|Tainan:5|Yilan:2|Yunlin:18	Changhua:7|Chiayi:12|Hsinchu:1|Hualien:5|Kaohsiung:1|Pingtung:2|Tainan:8|Yilan:5|Yunlin:35	Changhua:10|Chiayi:15|Hsinchu:1|Hualien:6|Kaohsiung:3|Nantou:1|Pingtung:8|Tainan:14|Taoyuan:1|Yilan:6|Yunlin:66
EPI1892336	EPI_ISL_4032554	goose/Chiayi/17040014/2017	H5N2	Goose	2017-04-06	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	865	481b	M1	M1	481b	Chiayi:2|Yunlin:4	Chiayi:3|Yunlin:7	Changhua:1|Chiayi:5|Nantou:1|Tainan:2|Yunlin:10	Changhua:12|Chiayi:8|Hualien:2|Kaohsiung:3|Nantou:1|Pingtung:11|Tainan:9|Taoyuan:1|Yilan:5|Yunlin:51
EPI1892344	EPI_ISL_4032555	goose/Chiayi/18010006/2018	H5N2	Goose	2018-01-10	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	1144	583b|575b	M0.E7.M0.E3m.1Mi.R2	Un	10010030|10010040|10010020|10010080|10010010|10010050|10010120|10010070|10010090|10010060|10010110|10010130|10010100	Chiayi:1|Pingtung:3	Changhua:2|Chiayi:2|Pingtung:5|Taichung:1|Yunlin:3	Changhua:5|Chiayi:3|Pingtung:8|Taichung:1|Tainan:1|Yunlin:10	Changhua:5|Chiayi:5|Pingtung:13|Taichung:1|Tainan:2|Yunlin:27
EPI1892352	EPI_ISL_4032556	goose/Chiayi/18020002-2/2018	H5N2	Goose	2018-01-31	Asia	Taiwan	Chiayi	GSGD-2344c	-	Farm	Huang_2021	Chiayi	Duck/Goose	1165	575b	M1	M1	575b	Chiayi:1|Pingtung:4|Tainan:1|Yunlin:6	Chiayi:1|Pingtung:4|Tainan:2|Yunlin:9	Changhua:3|Chiayi:3|Pingtung:7|Taichung:1|Tainan:2|Yunlin:15	Changhua:5|Chiayi:5|Pingtung:16|Taichung:1|Tainan:2|Yunlin:31
EPI1892384	EPI_ISL_4032560	goose/Pingtung/15010007-4/2015	H5N2	Goose	2015-01-08	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	46	7a	M1	M1	7a	Changhua:1|Chiayi:15|Pingtung:6|Tainan:2|Yunlin:19	Changhua:5|Chiayi:24|Kaohsiung:2|Pingtung:59|Tainan:23|Taoyuan:2|Yunlin:75	Changhua:21|Chiayi:48|Hsinchu:3|Kaohsiung:6|Pingtung:94|Taichung:3|Tainan:56|Taitung:1|Taoyuan:2|Yunlin:234	Changhua:43|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:6|Pingtung:144|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:387
EPI1892392	EPI_ISL_4032561	goose/Pingtung/15010037-1/2015	H5N2	Goose	2015-01-11	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	49	25a|26a	M2.R2	M2	25a|26a	Changhua:4|Chiayi:22|Kaohsiung:2|Pingtung:57|Tainan:18|Taoyuan:2|Yunlin:56	Changhua:8|Chiayi:31|Kaohsiung:5|Pingtung:70|Tainan:37|Taoyuan:2|Yunlin:143	Changhua:29|Chiayi:53|Hsinchu:3|Kaohsiung:9|Pingtung:102|Taichung:4|Tainan:62|Taitung:1|Taoyuan:2|Yunlin:283	Changhua:44|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI1892400	EPI_ISL_4032562	goose/Pingtung/15050014/2015	H5N8	Goose	2015-05-05	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	163	224b	M1	M1	224b	Changhua:1|Pingtung:1|Yunlin:3	Changhua:3|Pingtung:1|Tainan:1|Yunlin:4	Changhua:10|Pingtung:2|Tainan:3|Yunlin:14	Changhua:16|Nantou:1|Pingtung:4|Tainan:5|Yunlin:30
EPI1892408	EPI_ISL_4032563	goose/Pingtung/16010061/2016	H5N8	Goose	2016-01-30	Asia	Taiwan	Pingtung	GSGD-2344c	-	Farm	Huang_2021	Pingtung	Duck/Goose	433	315b	M1	M1	315b	Changhua:1|Pingtung:2	Changhua:1|Pingtung:2|Tainan:1	Changhua:1|Pingtung:3|Tainan:2|Yunlin:2	Changhua:7|Chiayi:3|Pingtung:5|Tainan:5|Taoyuan:1|Yunlin:5
EPI1892416	EPI_ISL_4032564	goose/Tainan/16010031-2/2016	H5N2	Goose	2016-01-15	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2021	Tainan	Duck/Goose	418	313b	M1	M1	313b	Tainan:1|Taoyuan:1	Tainan:3|Taoyuan:1	Changhua:4|Chiayi:1|Pingtung:2|Tainan:3|Taoyuan:1|Yunlin:2	Changhua:8|Chiayi:3|Pingtung:6|Tainan:5|Taoyuan:1|Yunlin:9
EPI1892424	EPI_ISL_4032565	goose/Tainan/16020041-2/2016	H5N2	Goose	2016-02-24	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2021	Tainan	Duck/Goose	458	323b	M1	M1	323b	Changhua:1|Tainan:1|Yunlin:1	Changhua:2|Tainan:1|Yunlin:1	Changhua:2|Pingtung:1|Tainan:1|Yunlin:3	Changhua:3|Chiayi:3|Pingtung:3|Tainan:5|Taoyuan:1|Yunlin:5
EPI1892432	EPI_ISL_4032566	goose/Tainan/16040018-1/2016	H5N8	Goose	2016-04-19	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2021	Tainan	Duck/Goose	513	330b	M1	M1	330b	Tainan:1	Tainan:1	Chiayi:2|Tainan:2	Chiayi:3|Pingtung:1|Tainan:3|Yunlin:3
EPI1892440	EPI_ISL_4032567	goose/Tainan/16070002/2016	H5N8	Goose	2016-07-01	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2021	Tainan	Duck/Goose	586	335b	M1	M1	335b	Hualien:1|Tainan:1	Hualien:1|Tainan:1	Hualien:1|Tainan:1	Hualien:1|Pingtung:1|Tainan:2|Yunlin:1
EPI1892448	EPI_ISL_4032568	goose/Tainan/17030022-1/2017	H5N2	Goose	2017-03-05	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2021	Tainan	Duck/Goose	833	438b	M1	M1	438b	Hualien:1|Kaohsiung:1|Pingtung:3|Tainan:2|Yunlin:7	Changhua:1|Hualien:1|Kaohsiung:1|Pingtung:4|Tainan:3|Taoyuan:1|Yilan:1|Yunlin:18	Changhua:8|Chiayi:2|Hualien:4|Kaohsiung:3|Pingtung:8|Tainan:7|Taoyuan:1|Yilan:5|Yunlin:37	Changhua:10|Chiayi:18|Hsinchu:1|Hualien:6|Kaohsiung:3|Nantou:1|Pingtung:8|Tainan:14|Taoyuan:1|Yilan:5|Yunlin:60
EPI1892456	EPI_ISL_4032569	goose/Tainan/17030024-1/2017	H5N2	Goose	2017-03-06	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2021	Tainan	Duck/Goose	834	440b	M1	M1	440b	Changhua:1|Hualien:1|Kaohsiung:1|Pingtung:3|Tainan:2|Taoyuan:1|Yunlin:4	Changhua:2|Hualien:1|Kaohsiung:2|Pingtung:4|Tainan:3|Taoyuan:1|Yilan:1|Yunlin:16	Changhua:8|Chiayi:3|Hualien:2|Kaohsiung:3|Pingtung:8|Tainan:7|Taoyuan:1|Yilan:5|Yunlin:38	Changhua:10|Chiayi:18|Hsinchu:1|Hualien:6|Kaohsiung:3|Nantou:1|Pingtung:8|Tainan:14|Taoyuan:1|Yilan:5|Yunlin:60
EPI1892464	EPI_ISL_4032570	goose/Tainan/18010022-1/2018	H5N2	Goose	2018-01-27	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2021	Tainan	Duck/Goose	1161	569b	M0.E7.M1	eM1	569b	Tainan:2|Yunlin:4	Changhua:3|Chiayi:1|Pingtung:4|Tainan:2|Yunlin:11	Changhua:4|Chiayi:2|Pingtung:7|Taichung:1|Tainan:2|Yunlin:13	Changhua:5|Chiayi:5|Pingtung:16|Taichung:1|Tainan:2|Yunlin:33
EPI1892472	EPI_ISL_4032571	goose/Tainan/18050014-1/2018	H5N2	Goose	2018-05-16	Asia	Taiwan	Tainan	GSGD-2344c	-	Farm	Huang_2021	Tainan	Duck/Goose	1270	615b	M1	M1	615b	Tainan:1|Yunlin:1	Tainan:1|Yunlin:1	Changhua:1|Tainan:2|Yunlin:4	Changhua:2|Pingtung:1|Taichung:1|Tainan:3|Yunlin:13
EPI1892480	EPI_ISL_4032572	goose/Taoyuan/15010041/2015	H5N8	Goose	2015-01-12	Asia	Taiwan	Taoyuan	GSGD-2344c	-	Slaughterhouse	Huang_2021	Taoyuan	Duck/Goose	50	82a	M1	SH	SH-Taoyuan	Changhua:5|Chiayi:23|Kaohsiung:2|Pingtung:57|Tainan:23|Taoyuan:2|Yunlin:71	Changhua:10|Chiayi:36|Kaohsiung:5|Pingtung:72|Taichung:1|Tainan:43|Taoyuan:2|Yunlin:158	Changhua:29|Chiayi:55|Hsinchu:3|Kaohsiung:10|Pingtung:105|Taichung:4|Tainan:67|Taitung:1|Taoyuan:2|Yunlin:295	Changhua:44|Chiayi:84|Hsinchu:9|Kaohsiung:22|Miaoli:2|Nantou:7|Pingtung:146|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:388
EPI1892488	EPI_ISL_4032573	goose/Taoyuan/18120002-2/2018	H5N2	Goose	2018-12-17	Asia	Taiwan	Taoyuan	GSGD-2344c	-	Farm	Huang_2021	Taoyuan	Duck/Goose	1485	641b	M1	M1	641b	Chiayi:1|Taoyuan:1	Chiayi:1|Taoyuan:1	Changhua:1|Chiayi:1|Taoyuan:1|Yunlin:2	Changhua:1|Chiayi:1|Hsinchu:1|Pingtung:1|Taoyuan:1|Yunlin:10
EPI1892496	EPI_ISL_4032574	goose/Yunlin/15010005/2015	H5N2	Goose	2015-01-08	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	46	2a|3a|4a	M2.R3	M2	2a|3a|4a	Changhua:1|Chiayi:15|Pingtung:6|Tainan:2|Yunlin:19	Changhua:5|Chiayi:24|Kaohsiung:2|Pingtung:59|Tainan:23|Taoyuan:2|Yunlin:75	Changhua:21|Chiayi:48|Hsinchu:3|Kaohsiung:6|Pingtung:94|Taichung:3|Tainan:56|Taitung:1|Taoyuan:2|Yunlin:234	Changhua:43|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:6|Pingtung:144|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:387
EPI1892504	EPI_ISL_4032575	goose/Yunlin/15010009-1/2015	H5N2	Goose	2015-01-09	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	47	13a|14a|15a|16a|17a|18a	M2.R6	M2	13a|14a|15a|16a|17a|18a	Changhua:2|Chiayi:16|Kaohsiung:1|Pingtung:20|Tainan:8|Taoyuan:2|Yunlin:34	Changhua:7|Chiayi:27|Kaohsiung:5|Pingtung:63|Tainan:30|Taoyuan:2|Yunlin:102	Changhua:23|Chiayi:49|Hsinchu:3|Kaohsiung:6|Pingtung:96|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:246	Changhua:43|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:6|Pingtung:145|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:387
EPI1892512	EPI_ISL_4032576	goose/Yunlin/15010010-2/2015	H5N2	Goose	2015-01-09	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	47	13a|14a|15a|16a|17a|18a	M2.R6	M2	13a|14a|15a|16a|17a|18a	Changhua:2|Chiayi:16|Kaohsiung:1|Pingtung:20|Tainan:8|Taoyuan:2|Yunlin:34	Changhua:7|Chiayi:27|Kaohsiung:5|Pingtung:63|Tainan:30|Taoyuan:2|Yunlin:102	Changhua:23|Chiayi:49|Hsinchu:3|Kaohsiung:6|Pingtung:96|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:246	Changhua:43|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:6|Pingtung:145|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:387
EPI1892520	EPI_ISL_4032577	goose/Yunlin/15010011-1/2015	H5N2	Goose	2015-01-09	Asia	Taiwan	Yunlin	GSGD-2344c	-	Farm	Huang_2021	Yunlin	Duck/Goose	47	13a|14a|15a|16a|17a|18a	M2.R6	M2	13a|14a|15a|16a|17a|18a	Changhua:2|Chiayi:16|Kaohsiung:1|Pingtung:20|Tainan:8|Taoyuan:2|Yunlin:34	Changhua:7|Chiayi:27|Kaohsiung:5|Pingtung:63|Tainan:30|Taoyuan:2|Yunlin:102	Changhua:23|Chiayi:49|Hsinchu:3|Kaohsiung:6|Pingtung:96|Taichung:3|Tainan:60|Taitung:1|Taoyuan:2|Yunlin:246	Changhua:43|Chiayi:84|Hsinchu:8|Kaohsiung:22|Miaoli:2|Nantou:6|Pingtung:145|Taichung:5|Tainan:105|Taitung:1|Taoyuan:2|Yunlin:387
