tree	state	t1_p	t2_p
69	Pingtung	0.7182162940205865	0.7662693379608159
69	Taichung	0.0021165553653211	0
69	Tainan	0.453288897928052	0.21660958904295627
69	Yunlin	0.4600642594592437	1
70	Changhua	0.839924233294212	0.22089041096096837
70	Chiayi	0.12816470347578912	0.3747294319726282
70	Nantou	0	5.311806758001222e-4
70	Pingtung	0.564676061154755	0.6146587743788541
70	Taichung	0.00598507243880096	0
70	Tainan	0.5670119346353834	0
70	Yunlin	0.7635227701305477	1
71	Changhua	1	0.6576273129218269
71	Chiayi	0.16855633339396905	0.21590714839064482
71	Kaohsiung	0.1924792562614163	0
71	Pingtung	0.47894326118584213	0.7499499323749097
71	Taichung	0.004020712557275277	0
71	Tainan	0.08407395871105253	0
71	Yunlin	0.45120499412403026	0.9534407226367025
72	Changhua	0.8585086761144095	0.6254280821913949
72	Chiayi	0.21257067353934864	0.3906803978085363
72	Nantou	0	3.2109439063174924e-4
72	Pingtung	0.31861365796923835	0.5008420610272618
72	Taichung	0.005970762446079526	0
72	Tainan	1	0.21660958904295627
72	Yunlin	0.4749220760786659	1
73	Changhua	0.8597668517733161	0.22089041096096837
73	Chiayi	0.16549896538055467	0.37537583689457277
73	Miaoli	0	0.21758821229685618
73	Pingtung	0.7521086650042484	0.6975003695350841
73	Taichung	0.01819753592302872	0
73	Tainan	0.40350000548164966	0.4226076464492293
73	Yunlin	0.8393614559162297	1
74	Changhua	1	0.22089041095706038
74	Chiayi	0.14130718422659452	0.40652834077740707
74	Pingtung	0.477259001937214	0.653656070038933
74	Taichung	0.004304537041510141	0
74	Tainan	0.659550422380428	0
74	Yunlin	0.40376671734330993	1
75	Changhua	1	0.3022260273984907
75	Chiayi	0.21150604950001411	0.8879357185702941
75	Pingtung	0.5134665970702451	0.28975857624604906
75	Taichung	0.007987473926286431	0
75	Tainan	0.41266936535440035	0.21660958904295627
75	Yilan	0	0.028893147621109887
75	Yunlin	0.5861724008705962	0.9721746575350975
76	Changhua	0.8708723108170049	0.40495745583599185
76	Chiayi	1	0.5654965753437553
76	Nantou	0	0.06325089396872058
76	Pingtung	0.2854247406866347	0.6418038654100855
76	Taichung	0.008255703714609734	0
76	Tainan	0.4333589106050626	0
76	Yunlin	0.5440344986088272	1
77	Changhua	0.9115983387843978	0.34722919288287957
77	Chiayi	0.6761491448890179	0.40939347237888846
77	Nantou	0	0.14442415382419774
77	Pingtung	0.6055074951716278	0.48763268766013373
77	Taichung	0.007585523560961643	0
77	Tainan	0.37981705129164545	0
77	Yunlin	0.5679482045535276	1
78	Changhua	0.8745988928565966	0.3505923031407162
78	Chiayi	0.7972763935230586	0.5068943741524214
78	Pingtung	0.5859521489919632	0.6105762284061932
78	Taichung	0.007672177018649435	0
78	Tainan	0.535327580786457	0.21660958903904828
78	Yunlin	0.41656430763309754	1
79	Changhua	0.8364687532468507	0.38364182300784827
79	Chiayi	0.6366127798852211	0.40678085435936234
79	Pingtung	0.5589851483649932	0.720327750964729
79	Taichung	0.004568908562548911	0
79	Tainan	0.2989521036991632	0.5903052835742485
79	Yunlin	0.4365131748792605	1
80	Changhua	1	0.3658207905938157
80	Chiayi	0.10040081395367027	0.46115322712486856
80	Nantou	0	0.08306514949997784
80	Pingtung	0.5680526518703393	0.6264348771756655
80	Taichung	0.017471939033142505	0
80	Tainan	0.28843599680073545	0
80	Yunlin	0.8014836157140468	1
81	Changhua	0.8594313615494973	0.4454916121836715
81	Chiayi	0.4514743815822407	0.3309694102265003
81	Pingtung	0.4873219491469675	0.5043382024764945
81	Taichung	0.032805733455179766	0
81	Tainan	0.7483539210531635	0.5941078526953402
81	Yunlin	0.6504453913250435	0.7759212052460471
82	Changhua	0.7843883014417253	0.22089041095706038
82	Chiayi	0.7106991698995169	0.5748352901679578
82	Pingtung	0.4829383508456954	0.6339561330311233
82	Taichung	0.01121878351397449	0
82	Tainan	0.36117274272673605	0.21660958903904828
82	Yunlin	0.186275116951476	0.7827482876718332
83	Changhua	0.8658278492820983	0.22089041096096837
83	Chiayi	0.4661689678379417	0.2293254847422
83	Nantou	0	0.07892044424612799
83	Pingtung	0.5885489139208971	0.5007019585116286
83	Taichung	0.013502278217312454	0
83	Tainan	0.341066246363528	0.1168577668281855
83	Yunlin	0.40199276951193696	1
84	Changhua	0.8406801662002125	0.3790810537695776
84	Chiayi	0.2798528047483527	0.5029960290663043
84	Nantou	0	0.013712184941460277
84	Pingtung	0.6023905891526952	0.51968168913664
84	Taichung	0.02326651776945222	0
84	Tainan	0.1246196866136447	0.08549499862108823
84	Yunlin	0.5243913546107077	1
85	Changhua	0.8847048648718217	0.6254280821913949
85	Chiayi	0.8068740730365084	0.3894029968202609
85	Pingtung	0.4562154993889584	0.2870877728125249
85	Taichung	0.0014286534735221436	0
85	Tainan	0.45274600507110235	0.21660958903904828
85	Yunlin	0.4788531434503904	1
86	Changhua	0.8751880897669176	0.6254280821913949
86	Chiayi	0.43661960194020494	0.4109701930742282
86	Pingtung	0.5622773027461422	0.6280679265272335
86	Taichung	0.0033410310470016647	0
86	Tainan	0.3491366647310995	0.21660958904295627
86	Yunlin	0.5705203924341395	1
87	Changhua	0.9116536573252283	0.30919342492967816
87	Chiayi	0.37323012495419416	0.3958440499139914
87	Pingtung	0.5863658000271841	0.42959539583590656
87	Taichung	0.006567401497988152	0
87	Tainan	0.1425720622078325	0
87	Yunlin	0.47127457689218544	1
88	Changhua	0.8661709901080376	0.22089041095706038
88	Chiayi	0.3013443694587133	0.18473440009757344
88	Nantou	0	0.02160226372262951
88	Pingtung	0.6010440006201592	0.5162381603397754
88	Taichung	0.0034874712274740797	0
88	Tainan	0.319958042941474	0.14776196949996104
88	Yunlin	0.433545435139065	1
89	Changhua	0.933554703059424	0.3022260273984907
89	Chiayi	0.38514691246661786	0.4233995841054819
89	Kaohsiung	0.1814221450537188	0.19841609589067213
89	Pingtung	0.6422420204039938	0.6206338072538146
89	Taichung	0.0032497872802428112	0
89	Tainan	0.17497057538773222	0
89	Yunlin	0.5057814235051681	1
90	Changhua	0.9455702177252535	0.3022260273984907
90	Chiayi	0.799946328904534	0.19186335755473163
90	Nantou	0	0.007338566105463189
90	Pingtung	0.5906987620163189	0.2962371110468509
90	Taichung	0.007398066964999464	0
90	Tainan	0.32623639677568494	0.7703870765272938
90	Yunlin	0.6279506760009413	0.9721746575350975
91	Changhua	0.9108391026561662	0.22089041095706038
91	Chiayi	0.6871972275009776	0.39208138836321477
91	Pingtung	0.7012380899914737	0.6091902285155137
91	Taichung	0.008544306786525601	0
91	Tainan	0.3924426282142932	0.21660958903904828
91	Yunlin	0.4242658933130879	1
92	Changhua	0.8302791230893851	0.22089041096096837
92	Chiayi	0.4537629373348159	0.3779112528788453
92	Nantou	0	0.008785678546895898
92	Pingtung	0.5263768933227699	0.509220357109329
92	Taichung	0.005045792884696269	0
92	Tainan	0.3411600144323016	0.6650256849296539
92	Yunlin	0.5010761029197225	0.5632438100820434
93	Changhua	0.9210830913453594	0.3022260273984907
93	Chiayi	0.6180449870832089	0.3490933732382948
93	Pingtung	0.7076082861145077	0.6123111632772491
93	Tainan	0.12759935798979086	0.17568987204298261
93	Yunlin	0.5744741196064811	1
94	Changhua	0.8555714508337909	0.3890148076016246
94	Chiayi	0.7041653755940727	0.3387719160429674
94	Pingtung	0.7441459249671771	0.7572566314921247
94	Taichung	0.040019190252671186	0
94	Tainan	0.2925062564862427	0
94	Yunlin	0.5550026185364307	1.0000009198203088
95	Changhua	0.8933003632898262	0.3022260273984907
95	Chiayi	0.36000985801503826	0.2539878412539493
95	Pingtung	0.6451390197643004	0.6226105761248958
95	Taichung	0.0033263698554290943	0
95	Tainan	0.22074254108056118	0
95	Yunlin	0.554064997214362	1
96	Changhua	0.8767167646250038	0.3405064266758676
96	Chiayi	0.1698802617243636	0.3822501432890943
96	Nantou	0.029618833593214423	0
96	Pingtung	0.5787992041302734	0.48600206704293486
96	Taichung	0.0022333726609970925	0
96	Tainan	0.5504108414580695	0.11538020338281217
96	Yunlin	0.8220960420706703	1
97	Changhua	0.8367443699121063	0.22089041095706038
97	Chiayi	0.12556119454962245	0.15343391871870468
